Wort                                  Start         Ende
--------------------------------------------------------
Ja,                            00:00:07.460 00:00:08.040
man                            00:13:26.140 00:13:26.340
Schule                         00:13:26.340 00:13:27.100
machen.                        00:13:27.100 00:13:27.380
Auf                            00:13:28.720 00:13:28.820
diese                          00:13:28.820 00:13:29.120
Weise                          00:13:29.120 00:13:29.460
lösen                          00:13:29.460 00:13:29.940
sich                           00:13:29.940 00:13:30.200
dann                           00:13:30.200 00:13:30.360
plötzlich                      00:13:30.360 00:13:30.720
Probleme                       00:13:30.720 00:13:31.300
und                            00:13:31.300 00:13:32.720
damit                          00:13:32.720 00:13:33.000
wird                           00:13:33.000 00:13:33.180
auch                           00:13:33.180 00:13:33.420
deutlich,                      00:13:33.420 00:13:33.980
und                            00:13:34.300 00:13:35.340
damit                          00:13:35.340 00:13:35.580
wird                           00:13:35.580 00:13:35.740
auch                           00:13:35.740 00:13:35.960
deutlich,                      00:13:35.960 00:13:36.280
wie                            00:13:36.280 00:13:36.580
es                             00:13:36.580 00:13:36.760
gehen                          00:13:36.760 00:13:37.060
kann.                          00:13:37.060 00:13:37.380
Die                            00:13:37.380 00:13:37.460
Eltern,                        00:13:37.460 00:13:37.460
Heldenreisen                   00:13:37.700 00:13:39.560
von                            00:13:39.560 00:13:39.820
morgen                         00:13:39.820 00:13:40.320
werden                         00:13:40.320 00:13:40.980
nicht                          00:13:40.980 00:13:41.300
mehr                           00:13:41.300 00:13:41.580
alleine                        00:13:41.580 00:13:41.880
stattfinden.                   00:13:41.880 00:13:42.440
Das                            00:13:43.020 00:13:43.120
ist                            00:13:43.120 00:13:43.280
die                            00:13:43.280 00:13:43.440
froh                           00:13:43.440 00:13:43.740
Botschaft.                     00:13:43.740 00:13:44.120
Und                            00:13:44.880 00:13:44.940
wir                            00:13:44.940 00:13:45.040
werden                         00:13:45.040 00:13:45.320
es                             00:13:45.320 00:13:45.540
in                             00:13:45.540 00:13:45.680
unserem                        00:13:45.680 00:13:45.940
Schulsystem                    00:13:45.940 00:13:46.540
erleben,                       00:13:46.540 00:13:47.560
dass                           00:13:47.740 00:13:48.180
dort                           00:13:48.180 00:13:48.580
gewissermaßen                  00:13:48.580 00:13:49.420
es                             00:13:49.420 00:13:49.980
gar                            00:13:49.980 00:13:50.180
nicht                          00:13:50.180 00:13:50.380
anders                         00:13:50.380 00:13:50.680
geht,                          00:13:50.680 00:13:51.040
als                            00:13:51.500 00:13:51.700
dass                           00:13:51.700 00:13:51.940
wir                            00:13:51.940 00:13:52.120
uns                            00:13:52.120 00:13:52.340
gemeinsam                      00:13:52.340 00:13:52.880
auf                            00:13:52.880 00:13:53.140
den                            00:13:53.140 00:13:53.300
Weg                            00:13:53.300 00:13:53.480
machen,                        00:13:53.480 00:13:53.880
nicht                          00:13:54.680 00:13:55.080
jeder                          00:13:55.080 00:13:55.260
versicht,                      00:13:55.260 00:13:55.700
sondern                        00:13:55.880 00:13:56.000
alle                           00:13:56.000 00:13:56.400
gemeinsam.                     00:13:56.400 00:13:57.000
Und                            00:13:57.000 00:13:57.560
immer                          00:13:57.560 00:13:57.860
dort,                          00:13:57.860 00:13:58.220
wo                             00:13:58.580 00:13:58.740
wir                            00:13:58.740 00:13:58.860
unterwegs                      00:13:58.860 00:13:59.280
sind,                          00:13:59.280 00:13:59.700
dieses                         00:14:00.260 00:14:00.400
ständige                       00:14:00.400 00:14:01.000
Warten                         00:14:01.000 00:14:01.420
darauf,                        00:14:01.420 00:14:01.800
dass                           00:14:01.940 00:14:02.040
irgendjemand                   00:14:02.040 00:14:02.700
es                             00:14:02.700 00:14:02.920
für                            00:14:02.920 00:14:03.080
uns                            00:14:03.080 00:14:03.280
machen                         00:14:03.280 00:14:03.560
wird,                          00:14:03.560 00:14:03.840
ist                            00:14:04.120 00:14:04.840
aus                            00:14:04.840 00:14:05.040
dem                            00:14:05.040 00:14:05.240
Folgen                         00:14:05.240 00:14:05.620
Jahrhundert                    00:14:05.620 00:14:06.020
und                            00:14:06.020 00:14:06.220
deshalb                        00:14:06.220 00:14:06.520
bin                            00:14:06.520 00:14:06.700
ich                            00:14:06.700 00:14:06.900
froh,                          00:14:06.900 00:14:07.120
dass                           00:14:07.120 00:14:07.240
ich                            00:14:07.240 00:14:07.400
eben                           00:14:07.400 00:14:07.600
diese                          00:14:07.600 00:14:07.860
Botschaft                      00:14:07.860 00:14:08.400
mit                            00:14:08.400 00:14:08.840
auf                            00:14:08.840 00:14:09.020
dem                            00:14:09.020 00:14:09.200
Weg                            00:14:09.200 00:14:09.380
geben                          00:14:09.380 00:14:09.700
kann.                          00:14:09.700 00:14:09.960
Man                            00:14:12.940 00:14:13.500
kann                           00:14:13.500 00:14:14.060
das                            00:14:14.060 00:14:14.800
Hirn                           00:14:14.800 00:14:15.160
weiss,                         00:14:15.160 00:14:15.620
wie                            00:14:15.720 00:14:15.780
man                            00:14:15.780 00:14:15.960
ewig                           00:14:15.960 00:14:16.320
weiter                         00:14:16.320 00:14:16.740
wächst,                        00:14:16.740 00:14:17.060
ohne                           00:14:17.320 00:14:17.460
dass                           00:14:17.460 00:14:17.660
einem,                         00:14:17.660 00:14:17.960
weil                           00:14:18.180 00:14:18.620
man                            00:14:18.620 00:14:18.760
immer                          00:14:18.760 00:14:18.940
größer                         00:14:18.940 00:14:19.320
wird,                          00:14:19.320 00:14:19.460
weil                           00:14:19.660 00:14:19.700
das                            00:14:19.700 00:14:19.880
Hirn                           00:14:19.880 00:14:20.060
immer                          00:14:20.060 00:14:20.180
größer                         00:14:20.180 00:14:20.420
wird,                          00:14:20.420 00:14:20.560
der                            00:14:20.580 00:14:20.660
schädelt                       00:14:20.660 00:14:20.940
platzt.                        00:14:20.940 00:14:21.300
Die                            00:14:22.720 00:14:22.920
Lösung,                        00:14:22.920 00:14:23.160
die                            00:14:23.160 00:14:23.400
das                            00:14:23.400 00:14:23.580
Hirn                           00:14:23.580 00:14:23.840
für                            00:14:23.840 00:14:24.000
unser                          00:14:24.000 00:14:24.280
Wachstumsproblem               00:14:24.280 00:14:25.100
befunden                       00:14:25.100 00:14:25.540
hat,                           00:14:25.540 00:14:25.960
ist                            00:14:26.780 00:14:26.900
genau                          00:14:26.900 00:14:27.180
die                            00:14:27.180 00:14:27.460
auf                            00:14:27.460 00:14:27.660
die                            00:14:27.660 00:14:27.840
ich                            00:14:27.840 00:14:28.000
abziele,                       00:14:28.000 00:14:28.580
dass                           00:14:29.580 00:14:29.680
Hirn                           00:14:29.680 00:14:30.000
wächst                         00:14:30.000 00:14:30.320
ewig                           00:14:30.320 00:14:30.660
weiter                         00:14:30.660 00:14:31.120
in                             00:14:31.120 00:14:31.320
dem                            00:14:31.320 00:14:31.540
es                             00:14:31.540 00:14:31.780
nicht                          00:14:31.780 00:14:32.280
mehr                           00:14:32.280 00:14:32.740
Nervenzellen                   00:14:32.740 00:14:33.400
produziert,                    00:14:33.400 00:14:34.000
sondern                        00:14:34.000 00:14:34.280
in                             00:14:34.280 00:14:34.620
dem                            00:14:34.620 00:14:34.780
es                             00:14:34.780 00:14:35.060
die                            00:14:35.060 00:14:35.240
Vergnüpfungen                  00:14:35.240 00:14:36.260
zwischen                       00:14:36.260 00:14:36.760
den                            00:14:36.760 00:14:36.980
Nervenzellen                   00:14:36.980 00:14:37.460
verbessert.                    00:14:37.460 00:14:38.040
Es                             00:14:38.040 00:14:38.380
geht                           00:14:38.380 00:14:38.500
um                             00:14:38.500 00:14:38.660
Beziehung,                     00:14:38.660 00:14:39.160
es                             00:14:39.640 00:14:39.920
geht                           00:14:39.920 00:14:40.060
um                             00:14:40.060 00:14:40.240
die                            00:14:40.240 00:14:40.380
Intensivierung                 00:14:40.380 00:14:41.120
der                            00:14:41.120 00:14:41.720
Beziehung,                     00:14:41.720 00:14:42.220
es                             00:14:42.260 00:14:42.340
geht                           00:14:42.340 00:14:42.520
darum,                         00:14:42.520 00:14:42.860
dass                           00:14:43.140 00:14:43.580
man                            00:14:43.580 00:14:43.820
sich                           00:14:43.820 00:14:44.240
miteinander                    00:14:44.240 00:14:45.040
in                             00:14:45.040 00:14:45.460
Beziehung                      00:14:45.460 00:14:45.980
setzt,                         00:14:45.980 00:14:46.160
dass                           00:14:46.440 00:14:46.460
man                            00:14:46.460 00:14:46.660
einander                       00:14:46.660 00:14:47.140
begegnet                       00:14:47.140 00:14:47.800
und                            00:14:47.800 00:14:48.260
dann                           00:14:48.260 00:14:48.500
kann                           00:14:48.500 00:14:48.720
man                            00:14:48.720 00:14:48.880
auch                           00:14:48.880 00:14:49.100
die                            00:14:49.100 00:14:49.280
ganze                          00:14:49.280 00:14:49.620
Welt                           00:14:49.620 00:14:50.160
verändern.                     00:14:50.160 00:14:50.520
In                             00:14:50.740 00:14:50.800
diesen                         00:14:50.800 00:14:51.020
Sänner                         00:14:51.020 00:14:51.280
wünsche                        00:14:51.280 00:14:51.620
ich                            00:14:51.620 00:14:51.700
Ihnen                          00:14:51.700 00:14:51.920
begegne                        00:14:51.920 00:14:52.920
sehr                           00:14:52.920 00:14:53.160
an                             00:14:53.160 00:14:53.300
anderem.                       00:14:53.300 00:14:53.540
