Wort                                  Start         Ende
--------------------------------------------------------
Ja,                            00:00:07.680 00:00:08.240
ich                            00:13:21.060 00:13:21.260
den                            00:13:21.260 00:13:21.400
Sinn                           00:13:21.400 00:13:21.580
aus                            00:13:21.580 00:13:21.940
Respekt                        00:13:21.940 00:13:22.560
den                            00:13:22.560 00:13:22.960
anderen                        00:13:22.960 00:13:23.400
gegenüber                      00:13:23.400 00:13:23.940
ziehe                          00:13:23.940 00:13:24.500
ich                            00:13:24.500 00:13:24.680
das                            00:13:24.680 00:13:24.840
an.                            00:13:24.840 00:13:25.180
Und                            00:13:26.040 00:13:26.120
zwar                           00:13:26.120 00:13:26.300
genau                          00:13:26.300 00:13:26.640
in                             00:13:26.640 00:13:26.880
der                            00:13:26.880 00:13:27.040
Situation,                     00:13:27.040 00:13:27.640
wo                             00:13:27.640 00:13:28.000
die                            00:13:28.000 00:13:28.660
Sinnaufladung                  00:13:28.660 00:13:29.760
respekt                        00:13:29.760 00:13:30.220
für                            00:13:30.220 00:13:30.600
mich                           00:13:30.600 00:13:30.740
möglich                        00:13:30.740 00:13:31.140
ist,                           00:13:31.140 00:13:31.460
zum                            00:13:31.640 00:13:31.660
Beispiel                       00:13:31.660 00:13:31.860
wenn                           00:13:31.860 00:13:32.040
ich                            00:13:32.040 00:13:32.180
zum                            00:13:32.180 00:13:32.300
meinem                         00:13:32.300 00:13:32.460
Schwiegervatagee               00:13:32.460 00:13:33.420
gehe.                          00:13:33.420 00:13:33.420
Das                            00:13:34.500 00:13:34.740
ist                            00:13:34.740 00:13:34.900
ein                            00:13:34.900 00:13:34.900
alter                          00:13:34.900 00:13:35.160
Herr,                          00:13:35.160 00:13:35.380
das                            00:13:35.640 00:13:35.640
ist                            00:13:35.640 00:13:35.740
gewohnt.                       00:13:35.740 00:13:36.120
Und                            00:13:36.940 00:13:37.260
da                             00:13:37.260 00:13:37.440
ziehe                          00:13:37.440 00:13:37.740
ich                            00:13:37.740 00:13:37.900
die                            00:13:37.900 00:13:38.040
Krawatte                       00:13:38.040 00:13:38.440
auch                           00:13:38.440 00:13:38.700
an,                            00:13:38.700 00:13:38.900
genau                          00:13:39.300 00:13:39.500
in                             00:13:39.500 00:13:39.680
dem                            00:13:39.680 00:13:39.800
Moment                         00:13:39.800 00:13:40.040
aus                            00:13:40.040 00:13:40.300
Respekt                        00:13:40.300 00:13:40.740
gegenüber                      00:13:40.740 00:13:41.180
und                            00:13:41.180 00:13:42.360
da                             00:13:42.360 00:13:42.460
kann                           00:13:42.460 00:13:42.620
ich                            00:13:42.620 00:13:42.760
ohne                           00:13:42.760 00:13:43.100
Probleme,                      00:13:43.100 00:13:43.540
ohne                           00:13:43.740 00:13:43.880
meine                          00:13:43.880 00:13:44.200
Freiheit                       00:13:44.200 00:13:44.560
beschnitten                    00:13:44.560 00:13:45.000
zu                             00:13:45.000 00:13:45.240
sehen,                         00:13:45.240 00:13:45.400
ohne                           00:13:45.540 00:13:45.660
meine                          00:13:45.660 00:13:46.040
Identität                      00:13:46.040 00:13:46.620
beschnitten                    00:13:46.620 00:13:47.000
zu                             00:13:47.000 00:13:47.220
sehen,                         00:13:47.220 00:13:47.400
die                            00:13:47.520 00:13:47.540
Krawatte                       00:13:47.540 00:13:47.820
anziehen.                      00:13:47.820 00:13:48.200
Eine                           00:13:49.760 00:13:50.720
dritte                         00:13:50.720 00:13:51.560
und                            00:13:51.560 00:13:51.740
letzte                         00:13:51.740 00:13:52.000
Methode                        00:13:52.000 00:13:52.480
vielleicht                     00:13:52.480 00:13:55.100
grafisch                       00:13:55.100 00:13:56.400
verdeutlicht.                  00:13:56.400 00:13:57.140
Wir                            00:13:58.120 00:13:59.080
sind                           00:13:59.080 00:13:59.220
ja                             00:13:59.220 00:13:59.360
jetzt                          00:13:59.360 00:13:59.580
alle                           00:13:59.580 00:13:59.740
nicht                          00:13:59.740 00:13:59.940
unbedingt                      00:13:59.940 00:14:00.260
Übungsweltmeister              00:14:00.260 00:14:01.380
im                             00:14:01.380 00:14:02.240
Zerstören                      00:14:02.240 00:14:03.160
von                            00:14:03.160 00:14:03.480
Spielregeln,                   00:14:03.480 00:14:04.180
sondern                        00:14:04.580 00:14:04.820
eher                           00:14:04.820 00:14:05.320
geheuchen                      00:14:05.320 00:14:07.460
wir.                           00:14:07.460 00:14:07.620
Das                            00:14:08.900 00:14:09.100
wird                           00:14:09.100 00:14:09.280
uns                            00:14:09.280 00:14:09.500
so                             00:14:09.500 00:14:09.740
beigebracht.                   00:14:09.740 00:14:10.400
Das                            00:14:10.400 00:14:10.620
macht                          00:14:10.620 00:14:10.960
man                            00:14:10.960 00:14:11.200
nicht,                         00:14:11.200 00:14:11.420
das                            00:14:11.580 00:14:11.660
sagt                           00:14:11.660 00:14:12.040
man                            00:14:12.040 00:14:12.260
nicht,                         00:14:12.260 00:14:12.520
das                            00:14:12.960 00:14:13.500
fragt                          00:14:13.500 00:14:13.940
man                            00:14:13.940 00:14:14.040
nicht,                         00:14:14.040 00:14:14.300
das                            00:14:14.900 00:14:15.200
denkt                          00:14:15.200 00:14:15.720
man                            00:14:15.720 00:14:16.060
nicht                          00:14:16.060 00:14:16.380
mal,                           00:14:16.380 00:14:16.680
Wage                           00:14:17.720 00:14:18.320
des                            00:14:18.320 00:14:18.500
bloßlich                       00:14:18.500 00:14:18.960
zu                             00:14:18.960 00:14:19.160
denken.                        00:14:19.160 00:14:19.340
Die                            00:14:20.640 00:14:20.820
Frage                          00:14:20.820 00:14:20.980
ist,                           00:14:20.980 00:14:21.220
wie                            00:14:21.320 00:14:21.320
werden                         00:14:21.320 00:14:21.520
wir                            00:14:21.520 00:14:21.760
besser                         00:14:21.760 00:14:22.460
darin,                         00:14:22.460 00:14:22.840
wie                            00:14:23.140 00:14:23.260
fällt                          00:14:23.260 00:14:23.480
es                             00:14:23.480 00:14:23.640
uns                            00:14:23.640 00:14:23.720
leichter,                      00:14:23.720 00:14:24.260
Spielregeln                    00:14:24.360 00:14:25.020
wegzuwerfen,                   00:14:25.020 00:14:27.080
umzudeuten?                    00:14:27.260 00:14:27.920
Dabei                          00:14:28.600 00:14:28.920
habe                           00:14:28.920 00:14:29.100
ich                            00:14:29.100 00:14:29.280
mir                            00:14:29.280 00:14:29.400
eine                           00:14:29.400 00:14:29.660
ganz                           00:14:29.660 00:14:29.820
einfache                       00:14:29.820 00:14:30.360
Methode                        00:14:30.360 00:14:30.820
entwickelt.                    00:14:30.820 00:14:31.560
Die                            00:14:32.500 00:14:32.620
Idee                           00:14:32.620 00:14:32.900
dahinter                       00:14:32.900 00:14:33.320
ist,                           00:14:33.320 00:14:33.700
finde                          00:14:33.920 00:14:34.060
erstmal                        00:14:34.060 00:14:34.460
Spielregeln,                   00:14:34.460 00:14:35.140
die                            00:14:35.320 00:14:35.340
relativ                        00:14:35.340 00:14:36.100
leicht                         00:14:36.100 00:14:36.440
umzuporben                     00:14:36.440 00:14:38.000
sind                           00:14:38.000 00:14:38.200
oder                           00:14:38.200 00:14:38.460
wegzuwischen                   00:14:38.460 00:14:39.000
sind.                          00:14:39.000 00:14:39.360
Doch                           00:14:39.960 00:14:40.240
wie                            00:14:40.240 00:14:40.400
findet                         00:14:40.400 00:14:40.700
man                            00:14:40.700 00:14:40.940
die?                           00:14:40.940 00:14:41.180
Was                            00:14:41.680 00:14:41.740
ich                            00:14:41.740 00:14:41.900
dazu                           00:14:41.900 00:14:42.060
mache,                         00:14:42.060 00:14:42.320
ich                            00:14:42.500 00:14:42.600
brauche                        00:14:42.600 00:14:42.820
eine                           00:14:42.820 00:14:43.080
Art                            00:14:43.080 00:14:43.340
X                              00:14:43.340 00:14:43.900
-Übzellant                     00:14:43.900 00:14:44.780
-Diagramm                      00:14:44.780 00:14:45.260
auf,                           00:14:45.260 00:14:45.540
also                           00:14:46.020 00:14:46.180
bestehend                      00:14:46.180 00:14:46.660
aus                            00:14:46.660 00:14:46.860
einer                          00:14:46.860 00:14:47.140
X                              00:14:47.140 00:14:47.540
-Axe.                          00:14:47.540 00:14:47.920
Da                             00:14:49.420 00:14:49.860
mag                            00:14:49.860 00:14:50.040
von                            00:14:50.040 00:14:50.360
ihnen                          00:14:50.360 00:14:50.500
aus                            00:14:50.500 00:14:50.740
gesehen,                       00:14:50.740 00:14:51.060
ganz                           00:14:51.280 00:14:51.380
links,                         00:14:51.380 00:14:51.800
Spielregeln                    00:14:52.460 00:14:53.100
sein,                          00:14:53.100 00:14:53.340
die                            00:14:53.940 00:14:54.020
ganz                           00:14:54.020 00:14:54.240
leicht                         00:14:54.240 00:14:54.460
zu                             00:14:54.460 00:14:54.700
ändern                         00:14:54.700 00:14:54.840
sind.                          00:14:54.840 00:14:55.180
Was                            00:14:56.380 00:14:56.820
auch                           00:14:56.820 00:14:56.980
immer                          00:14:56.980 00:14:57.080
das                            00:14:57.080 00:14:57.260
sein                           00:14:57.260 00:14:57.440
macht.                         00:14:57.440 00:14:57.600
Auf                            00:14:57.940 00:14:58.060
der                            00:14:58.060 00:14:58.140
anderen                        00:14:58.140 00:14:58.380
Seite                          00:14:58.380 00:14:58.680
von                            00:14:58.680 00:14:58.860
ihnen                          00:14:58.860 00:14:59.020
aus                            00:14:59.020 00:14:59.220
gesehen,                       00:14:59.220 00:14:59.440
rechts                         00:14:59.580 00:14:59.780
sind                           00:14:59.780 00:14:59.980
die                            00:14:59.980 00:15:00.140
Spielregeln,                   00:15:00.140 00:15:00.640
die                            00:15:00.700 00:15:00.760
quasi                          00:15:00.760 00:15:01.020
nicht                          00:15:01.020 00:15:01.200
zu                             00:15:01.200 00:15:01.400
verändern                      00:15:01.400 00:15:01.640
sind,                          00:15:01.640 00:15:01.860
das                            00:15:01.960 00:15:02.020
sind                           00:15:02.020 00:15:02.160
die                            00:15:02.160 00:15:02.280
heiligen                       00:15:02.280 00:15:02.660
Kühe.                          00:15:02.660 00:15:02.960
Das                            00:15:03.940 00:15:04.480
sind                           00:15:04.480 00:15:04.640
die,                           00:15:04.640 00:15:04.820
um                             00:15:04.980 00:15:05.500
es                             00:15:05.500 00:15:05.600
mit                            00:15:05.600 00:15:05.740
Fried                          00:15:05.740 00:15:05.920
Simon                          00:15:05.920 00:15:06.260
zu                             00:15:06.260 00:15:06.500
sagen,                         00:15:06.500 00:15:06.700
die                            00:15:06.720 00:15:06.880
grammatischen                  00:15:06.880 00:15:07.440
Regeln,                        00:15:07.440 00:15:07.920
da                             00:15:08.160 00:15:08.340
geht                           00:15:08.340 00:15:08.580
nichts.                        00:15:08.580 00:15:09.260
Da                             00:15:10.560 00:15:11.020
heißt,                         00:15:11.020 00:15:11.300
ein                            00:15:11.560 00:15:11.640
Zut�                           00:15:11.640 00:15:12.160
-San.                          00:15:12.160 00:15:12.620
Also                           00:15:13.540 00:15:13.700
hier                           00:15:13.700 00:15:14.220
ganz                           00:15:14.220 00:15:14.560
leicht                         00:15:14.560 00:15:14.800
zu                             00:15:14.800 00:15:15.060
verändern,                     00:15:15.060 00:15:15.360
hier                           00:15:15.640 00:15:15.800
ganz                           00:15:15.800 00:15:16.140
schwer                         00:15:16.140 00:15:16.420
zu                             00:15:16.420 00:15:16.620
verändern.                     00:15:16.620 00:15:16.900
Und                            00:15:17.580 00:15:17.620
dann                           00:15:17.620 00:15:17.740
gibt                           00:15:17.740 00:15:17.880
es                             00:15:17.880 00:15:18.060
noch                           00:15:18.060 00:15:18.180
eine                           00:15:18.180 00:15:18.340
Y                              00:15:18.340 00:15:18.480
-Axe,                          00:15:18.480 00:15:19.160
das                            00:15:19.420 00:15:20.180
könnte                         00:15:20.180 00:15:20.440
sein,                          00:15:20.440 00:15:20.920
zum                            00:15:21.140 00:15:21.360
Beispiel                       00:15:21.360 00:15:21.800
die                            00:15:21.800 00:15:22.120
gefühlte                       00:15:22.120 00:15:23.300
Dringlichkeit,                 00:15:23.300 00:15:24.160
die                            00:15:24.520 00:15:24.600
innere                         00:15:24.600 00:15:25.120
gefühlte                       00:15:25.120 00:15:25.660
Dringlichkeit,                 00:15:25.660 00:15:26.360
wie                            00:15:27.480 00:15:28.080
gerne                          00:15:28.080 00:15:28.440
ich                            00:15:28.440 00:15:28.660
diese                          00:15:28.660 00:15:28.920
Spielregel                     00:15:28.920 00:15:29.440
ändern                         00:15:29.440 00:15:29.680
würde.                         00:15:29.680 00:15:30.040
Dann                           00:15:31.060 00:15:31.660
haben                          00:15:31.660 00:15:31.880
sie                            00:15:31.880 00:15:32.060
ja                             00:15:32.060 00:15:32.240
von                            00:15:32.240 00:15:32.600
ihnen                          00:15:32.600 00:15:32.780
aus                            00:15:32.780 00:15:33.020
gesehen,                       00:15:33.020 00:15:33.340
links                          00:15:33.680 00:15:33.740
oben,                          00:15:33.740 00:15:34.360
nein,                          00:15:34.620 00:15:34.720
verzeigen                      00:15:34.860 00:15:35.160
korrigiere,                    00:15:35.160 00:15:35.760
rechts                         00:15:36.160 00:15:36.160
oben,                          00:15:36.160 00:15:36.580
haben                          00:15:37.420 00:15:37.720
sie                            00:15:37.720 00:15:37.900
ja                             00:15:37.900 00:15:37.980
die                            00:15:37.980 00:15:38.160
Spielregeln,                   00:15:38.160 00:15:38.840
die                            00:15:38.940 00:15:39.020
sie                            00:15:39.020 00:15:39.180
unbedingt                      00:15:39.180 00:15:40.000
ändern                         00:15:40.000 00:15:40.700
wollten,                       00:15:40.700 00:15:41.300
halte                          00:15:41.860 00:15:42.440
sich                           00:15:42.440 00:15:42.620
Partue                         00:15:42.620 00:15:43.080
so                             00:15:43.080 00:15:43.300
gut,                           00:15:43.300 00:15:43.480
wie                            00:15:43.480 00:15:43.660
nicht                          00:15:43.660 00:15:43.820
ändern                         00:15:43.820 00:15:44.080
lassen.                        00:15:44.080 00:15:44.500
Hin,                           00:15:45.360 00:15:45.660
gegen,                         00:15:45.920 00:15:46.180
auf                            00:15:46.740 00:15:47.300
der                            00:15:47.300 00:15:47.440
anderen                        00:15:47.440 00:15:47.740
Seite                          00:15:47.740 00:15:48.200
sind                           00:15:48.200 00:15:48.560
ja                             00:15:48.560 00:15:48.700
die                            00:15:48.700 00:15:48.860
Spielregeln,                   00:15:48.860 00:15:49.620
die                            00:15:49.820 00:15:50.540
sie                            00:15:50.540 00:15:50.780
mindestens                     00:15:50.780 00:15:51.440
genauso                        00:15:51.440 00:15:51.900
gerne                          00:15:51.900 00:15:52.340
ändern                         00:15:52.340 00:15:52.700
würden                         00:15:52.700 00:15:53.200
und                            00:15:53.200 00:15:54.220
die                            00:15:54.220 00:15:54.320
sich                           00:15:54.320 00:15:54.520
relativ                        00:15:54.520 00:15:54.920
leicht                         00:15:54.920 00:15:55.360
ändern                         00:15:55.360 00:15:55.900
lassen.                        00:15:55.900 00:15:56.360
Meine                          00:15:57.540 00:15:58.000
Empfehlung                     00:15:58.000 00:15:58.500
an                             00:15:58.500 00:15:58.660
mich                           00:15:58.660 00:15:58.820
war                            00:15:58.820 00:15:59.080
irgendwann                     00:15:59.080 00:15:59.320
mal                            00:15:59.320 00:15:59.620
und                            00:15:59.620 00:15:59.760
das                            00:15:59.760 00:15:59.880
kann                           00:15:59.880 00:16:00.040
ich                            00:16:00.040 00:16:00.200
ihnen                          00:16:00.200 00:16:00.340
nur                            00:16:00.340 00:16:00.480
weitergeben,                   00:16:00.480 00:16:01.140
üben                           00:16:01.560 00:16:02.100
sich                           00:16:02.100 00:16:02.280
hier                           00:16:02.280 00:16:02.480
oben                           00:16:02.480 00:16:02.800
von                            00:16:02.800 00:16:03.500
ihnen                          00:16:03.500 00:16:03.620
aus                            00:16:03.620 00:16:03.860
gesehen,                       00:16:03.860 00:16:04.120
links.                         00:16:04.840 00:16:04.960
Da                             00:16:05.920 00:16:06.660
können                         00:16:06.660 00:16:06.880
sie                            00:16:06.880 00:16:07.100
Übensweltmeister               00:16:07.100 00:16:08.120
werden.                        00:16:08.120 00:16:08.480
Hier                           00:16:09.140 00:16:09.380
können                         00:16:09.380 00:16:09.580
sie                            00:16:09.580 00:16:09.740
ganz                           00:16:09.740 00:16:09.960
schnell                        00:16:09.960 00:16:10.440
Spielregeln                    00:16:10.440 00:16:11.260
erkennen                       00:16:11.260 00:16:11.800
in                             00:16:11.800 00:16:12.180
dieser                         00:16:12.180 00:16:12.440
Verordnung,                    00:16:12.440 00:16:13.040
in                             00:16:13.260 00:16:13.260
diesem                         00:16:13.260 00:16:13.520
X                              00:16:13.520 00:16:14.100
-Y                             00:16:14.100 00:16:14.540
-Diagramm,                     00:16:14.540 00:16:16.780
welche                         00:16:16.780 00:16:17.520
Spielregeln                    00:16:17.520 00:16:18.260
sie                            00:16:18.260 00:16:18.440
ganz                           00:16:18.440 00:16:18.700
leicht                         00:16:18.700 00:16:19.080
anpacken                       00:16:19.080 00:16:19.840
können,                        00:16:19.840 00:16:20.120
verändern                      00:16:22.520 00:16:22.960
können.                        00:16:22.960 00:16:23.480
Und                            00:16:23.760 00:16:23.800
dann,                          00:16:23.800 00:16:23.980
wenn                           00:16:24.100 00:16:24.140
sie                            00:16:24.140 00:16:24.280
all                            00:16:24.280 00:16:24.560
diese                          00:16:24.560 00:16:24.860
Spielregeln                    00:16:24.860 00:16:25.560
abgebaut                       00:16:25.560 00:16:27.120
haben,                         00:16:27.120 00:16:27.600
sicherlich                     00:16:28.540 00:16:28.840
schon                          00:16:28.840 00:16:29.020
mal                            00:16:29.020 00:16:29.160
ein                            00:16:29.160 00:16:29.400
erstes                         00:16:29.400 00:16:29.820
Maß                            00:16:29.820 00:16:29.960
an                             00:16:29.960 00:16:30.360
zusätzlicher                   00:16:30.360 00:16:31.200
Freiheit                       00:16:31.200 00:16:31.580
zu                             00:16:31.580 00:16:31.940
haben                          00:16:31.940 00:16:32.140
und                            00:16:32.140 00:16:33.740
vor                            00:16:33.740 00:16:33.960
allen                          00:16:33.960 00:16:34.100
Dingen                         00:16:34.100 00:16:34.260
geübt                          00:16:34.260 00:16:34.840
zu                             00:16:34.840 00:16:35.000
sein,                          00:16:35.000 00:16:35.180
um                             00:16:35.260 00:16:35.340
sich                           00:16:35.340 00:16:35.480
irgendwann                     00:16:35.480 00:16:35.720
mal                            00:16:35.720 00:16:35.980
an                             00:16:35.980 00:16:36.100
diese                          00:16:36.100 00:16:36.320
Spielregeln                    00:16:36.320 00:16:36.920
anzuwagen,                     00:16:36.920 00:16:37.580
an                             00:16:39.000 00:16:39.060
die                            00:16:39.060 00:16:39.160
grammatikalischen              00:16:39.160 00:16:40.020
Regeln,                        00:16:40.020 00:16:40.340
an                             00:16:40.460 00:16:40.500
die                            00:16:40.500 00:16:40.620
heiligen                       00:16:40.620 00:16:41.040
Kühe.                          00:16:41.040 00:16:41.380
Zusammengefassern              00:16:44.620 00:16:45.100
an                             00:16:45.100 00:16:45.200
der                            00:16:45.200 00:16:45.300
Stelle,                        00:16:45.300 00:16:45.580
Grund,                         00:16:45.680 00:16:45.900
wir                            00:16:45.980 00:16:46.080
nennen                         00:16:46.080 00:16:46.180
uns                            00:16:46.180 00:16:46.560
drei                           00:16:46.560 00:16:46.560
Rezepte,                       00:16:46.560 00:16:47.780
wie                            00:16:47.780 00:16:47.940
man                            00:16:47.940 00:16:48.080
mit                            00:16:48.080 00:16:48.280
Spielregeln                    00:16:48.280 00:16:48.840
umgehen                        00:16:48.840 00:16:49.220
kann.                          00:16:49.220 00:16:49.480
Die                            00:16:50.100 00:16:50.180
erste                          00:16:50.180 00:16:50.480
war                            00:16:50.480 00:16:50.660
die                            00:16:50.660 00:16:50.840
Geschichte                     00:16:50.840 00:16:51.060
mit                            00:16:51.060 00:16:51.300
der                            00:16:51.300 00:16:51.440
Aufteilung,                    00:16:51.440 00:16:52.020
die                            00:16:52.080 00:16:52.140
zwei                           00:16:52.140 00:16:52.440
Ebene.                         00:16:52.440 00:16:52.840
Sie                            00:16:54.280 00:16:54.620
können                         00:16:54.620 00:16:54.780
also                           00:16:54.780 00:16:55.040
hingehen                       00:16:55.040 00:16:55.520
und                            00:16:55.520 00:16:55.720
diese                          00:16:55.720 00:16:55.980
moralische                     00:16:55.980 00:16:57.200
Ebene                          00:16:57.200 00:16:57.620
versuchen,                     00:16:57.620 00:16:57.920
in                             00:16:57.920 00:16:58.140
einer                          00:16:58.140 00:16:58.320
Spielregel                     00:16:58.320 00:16:59.060
zu                             00:16:59.060 00:16:59.640
erkennen                       00:16:59.640 00:16:59.920
und                            00:16:59.920 00:17:00.160
daraus                         00:17:00.160 00:17:00.460
die                            00:17:00.460 00:17:00.900
Identitätstiftung              00:17:00.900 00:17:02.720
zu                             00:17:02.720 00:17:02.960
der                            00:17:02.960 00:17:03.220
Gruppe                         00:17:03.220 00:17:03.700
zu                             00:17:03.700 00:17:04.000
abzuleiten,                    00:17:04.000 00:17:04.780
zu                             00:17:04.960 00:17:05.140
der                            00:17:05.140 00:17:05.300
sie                            00:17:05.300 00:17:05.460
vielleicht                     00:17:05.460 00:17:05.680
nicht                          00:17:05.680 00:17:06.020
gehören                        00:17:06.020 00:17:06.580
müssen                         00:17:06.580 00:17:06.760
oder                           00:17:06.760 00:17:07.480
gehören                        00:17:07.480 00:17:07.860
wollen.                        00:17:07.860 00:17:08.140
Die                            00:17:08.700 00:17:08.780
zweite                         00:17:08.780 00:17:09.080
Spielregel                     00:17:09.080 00:17:09.800
oder                           00:17:09.800 00:17:09.960
die                            00:17:09.960 00:17:10.180
zweite                         00:17:10.180 00:17:10.560
Rezept                         00:17:11.080 00:17:11.480
war                            00:17:11.480 00:17:11.760
die                            00:17:11.760 00:17:11.880
Geschichte                     00:17:11.880 00:17:12.120
mit                            00:17:12.120 00:17:12.440
der                            00:17:12.440 00:17:12.580
Umformung.                     00:17:12.580 00:17:13.400
Geben                          00:17:13.560 00:17:13.660
Sie                            00:17:13.660 00:17:13.840
der                            00:17:13.840 00:17:14.000
Spielregel,                    00:17:14.000 00:17:14.580
die                            00:17:14.620 00:17:14.700
Ihnen                          00:17:14.700 00:17:14.840
eigentlich                     00:17:14.840 00:17:15.120
nicht                          00:17:15.120 00:17:15.500
schmeckt.                      00:17:15.500 00:17:16.560
Ein                            00:17:17.640 00:17:17.800
anderen,                       00:17:17.800 00:17:18.320
einen                          00:17:18.560 00:17:18.800
Neuren,                        00:17:18.800 00:17:19.360
ein                            00:17:19.800 00:17:19.980
für                            00:17:19.980 00:17:20.280
Sieb                           00:17:20.280 00:17:20.640
besser                         00:17:20.640 00:17:20.880
passenden                      00:17:20.880 00:17:21.640
Sinn.                          00:17:21.640 00:17:21.880
Und                            00:17:22.900 00:17:23.000
die                            00:17:23.000 00:17:23.120
dritte                         00:17:23.120 00:17:23.400
Geschichte                     00:17:23.400 00:17:23.880
werden                         00:17:23.880 00:17:24.460
Sie                            00:17:24.460 00:17:24.640
öbungsweltemeister,            00:17:24.640 00:17:25.620
indem                          00:17:25.620 00:17:25.880
Sie                            00:17:25.880 00:17:26.080
sich                           00:17:26.080 00:17:26.300
hier                           00:17:26.300 00:17:26.440
y                              00:17:26.440 00:17:26.740
und                            00:17:26.740 00:17:27.200
X                              00:17:27.200 00:17:27.480
-Diagramm                      00:17:27.480 00:17:28.040
nehmen,                        00:17:28.040 00:17:28.120
um                             00:17:28.280 00:17:28.340
die                            00:17:28.340 00:17:28.460
Spielregel,                    00:17:28.460 00:17:28.980
um                             00:17:29.000 00:17:29.060
die                            00:17:29.060 00:17:29.200
es                             00:17:29.200 00:17:29.340
geht                           00:17:29.340 00:17:29.460
zu                             00:17:29.460 00:17:29.660
verorten.                      00:17:29.660 00:17:30.280
Ich                            00:17:32.160 00:17:32.500
wünsche                        00:17:32.500 00:17:33.100
Ihnen                          00:17:33.100 00:17:33.380
fröhliches,                    00:17:33.380 00:17:35.180
dekonstruieren,                00:17:35.460 00:17:36.320
der                            00:17:36.600 00:17:36.640
Spielregeln,                   00:17:36.640 00:17:37.560
fröhliches,                    00:17:37.560 00:17:38.840
ja,                            00:17:39.080 00:17:39.720
systematische                  00:17:40.400 00:17:40.860
Müllabfuhrdessen,              00:17:40.860 00:17:41.940
was                            00:17:42.060 00:17:42.100
entstört.                      00:17:42.100 00:17:42.620
Riechensers                    00:17:44.380 00:17:45.160
weg,                           00:17:45.160 00:17:45.360
danke.                         00:17:46.140 00:17:46.840
